year,economy_code,economy,labour,efficiency
2065,18_CT,Chinese Taipei,18374.964,100.39025762469157
2066,18_CT,Chinese Taipei,18213.72,103.21502112199332
2067,18_CT,Chinese Taipei,18056.11,106.10121592210845
2068,18_CT,Chinese Taipei,17899.959,109.04929979577018
2069,18_CT,Chinese Taipei,17746.297,112.05959727191475
2070,18_CT,Chinese Taipei,17597.386,115.13248338172694
2071,18_CT,Chinese Taipei,17450.371,118.26843293912763
2072,18_CT,Chinese Taipei,17304.309,121.46802676221003
2073,18_CT,Chinese Taipei,17159.976,124.73193562134564
2074,18_CT,Chinese Taipei,17020.025,128.0608759917209
2075,18_CT,Chinese Taipei,16882.324,131.45549436477017
2076,18_CT,Chinese Taipei,16747.687,134.91634531254846
2077,18_CT,Chinese Taipei,16617.823,138.4438819507488
2078,18_CT,Chinese Taipei,16490.703,142.0384970117818
2079,18_CT,Chinese Taipei,16366.426,145.70057667363207
2080,18_CT,Chinese Taipei,16246.889,149.43051752292655
2081,18_CT,Chinese Taipei,16132.585,153.22872102011277
2082,18_CT,Chinese Taipei,16021.728,157.09558075148823
2083,18_CT,Chinese Taipei,15916.326,161.03146734971304
2084,18_CT,Chinese Taipei,15814.635,165.0367137623511
2085,18_CT,Chinese Taipei,15715.936,169.1116046355054
2086,18_CT,Chinese Taipei,15622.569,173.25637971853965
2087,18_CT,Chinese Taipei,15534.106,177.47124054763333
2088,18_CT,Chinese Taipei,15448.658,181.7563591555265
2089,18_CT,Chinese Taipei,15365.565,186.11188239737822
2090,18_CT,Chinese Taipei,15286.531,190.53792972067012
2091,18_CT,Chinese Taipei,15209.642,195.03458845092308
2092,18_CT,Chinese Taipei,15137.545,199.60190924542187
2093,18_CT,Chinese Taipei,15068.883,204.23990267281422
2094,18_CT,Chinese Taipei,15003.177,208.94853734904459
2095,18_CT,Chinese Taipei,14940.107,213.7277397607778
2096,18_CT,Chinese Taipei,14880.124,218.57739543462472
2097,18_CT,Chinese Taipei,14823.368,223.49734979248058
2098,18_CT,Chinese Taipei,14768.736,228.4874082349289
2099,18_CT,Chinese Taipei,14716.963,233.54733510507185
2100,18_CT,Chinese Taipei,14668.094,238.67685197016365
