year,economy_code,economy,labour,efficiency
2065,18_CT,Chinese Taipei,14312.356,115.14514373271682
2066,18_CT,Chinese Taipei,14040.225,118.78224034739598
2067,18_CT,Chinese Taipei,13769.467,122.51341249505553
2068,18_CT,Chinese Taipei,13497.976,126.34003498119019
2069,18_CT,Chinese Taipei,13226.956,130.2633445417121
2070,18_CT,Chinese Taipei,12959.257,134.28464994133938
2071,18_CT,Chinese Taipei,12692.627,138.40538704815094
2072,18_CT,Chinese Taipei,12426.419,142.62712171937414
2073,18_CT,Chinese Taipei,12161.497,146.95152265787007
2074,18_CT,Chinese Taipei,11900.845,151.38032190572648
2075,18_CT,Chinese Taipei,11642.543,155.9151977975632
2076,18_CT,Chinese Taipei,11387.671,160.55774352483706
2077,18_CT,Chinese Taipei,11138.06,165.30944968033538
2078,18_CT,Chinese Taipei,10891.719,170.17174798661333
2079,18_CT,Chinese Taipei,10648.678,175.14607425296987
2080,18_CT,Chinese Taipei,10410.925,180.23388813577324
2081,18_CT,Chinese Taipei,10178.943,185.43666623968193
2082,18_CT,Chinese Taipei,9950.914,190.75588677190112
2083,18_CT,Chinese Taipei,9728.866,196.19301192824366
2084,18_CT,Chinese Taipei,9511.043,201.74947186580556
2085,18_CT,Chinese Taipei,9296.754,207.42665214398116
2086,18_CT,Chinese Taipei,9088.329,213.22589566806926
2087,18_CT,Chinese Taipei,8885.367,219.14850915185062
2088,18_CT,Chinese Taipei,8685.918,225.19577272898476
2089,18_CT,Chinese Taipei,8489.533,231.368944753786
2090,18_CT,Chinese Taipei,8297.686,237.6692586094888
2091,18_CT,Chinese Taipei,8108.544,244.0979164415694
2092,18_CT,Chinese Taipei,7924.795,250.65608306281032
2093,18_CT,Chinese Taipei,7744.926,257.3448811906002
2094,18_CT,Chinese Taipei,7568.457,264.1653884777979
2095,18_CT,Chinese Taipei,7394.917,271.11863633317597
2096,18_CT,Chinese Taipei,7224.629,278.20561027464674
2097,18_CT,Chinese Taipei,7057.585,285.4272500494623
2098,18_CT,Chinese Taipei,6892.714,292.7844488894589
2099,18_CT,Chinese Taipei,6730.769,300.27805137990873
2100,18_CT,Chinese Taipei,6571.589,307.90885042192144
